Date,Spot_Price,Total OI,Market Cap,OI to Market Cap %,pct change,Futures Price,Funding Rate (Calculated),Funding Rate %
2021-03-24,55200.0,18795291679.0,1014119780625.0,1.853360129453002,,54645.0,-555.0,0.032147666666666665
2021-03-25,56311.5,18598406309.0,965894943165.625,1.9255102680262064,2.01358695652174,52195.0,-4116.5,0.010609333333333333
2021-03-26,51017.5,17441220282.0,1001607266975.0,1.7413232568364874,-9.401276826225546,53346.3,2328.800000000003,0.012000000000000002
2021-03-27,53257.0,16875311531.0,1042143976981.25,1.6192879202624435,4.389670211202046,,,0.01
2021-03-28,55020.0,17147269933.0,1040244974434.375,1.6483876735212004,3.3103629569821713,56200.0,1180.0,0.01
2021-03-29,56306.0,17559407287.0,1076958402781.25,1.630462907541531,2.3373318793166176,58210.0,1904.0,0.012723666666666666
2021-03-30,57831.0,18959413112.0,1096742447321.875,1.7287024094213561,2.7084147337761433,59705.0,1874.0,0.047595
2021-03-31,58668.5,20140015100.0,1112962019248.0903,1.8095869177644048,1.4481852293752429,59285.0,616.5,0.070019
2021-04-01,59309.0,19934872496.0,1100835035481.25,1.8108864501469204,1.0917272471598904,59615.0,306.0,0.08548533333333334
2021-04-02,59031.5,20099754875.0,1104686359237.5,1.8194987841502521,-0.4678885160768198,59615.0,583.5,0.09308300000000001
2021-04-03,59454.0,20786323306.0,1093494000862.5,1.900908764895341,0.7157195734480704,,,0.09080766666666668
2021-04-04,58923.0,20994598347.0,1083771142050.0,1.9371800495894187,-0.893127459884957,58855.0,-68.0,0.042368666666666666
2021-04-05,57865.0,20496438675.0,1100764718437.5,1.86201813445602,-1.7955637017802895,59840.0,1975.0,0.04003
2021-04-06,58997.0,20938751960.0,1082317391512.5,1.9346221472740857,1.9562775425559398,58735.0,-262.0,0.079567
2021-04-07,57910.0,20976298974.0,1049541432975.0,1.9986156158257788,-1.8424665660965789,56310.0,-1600.0,0.055006
2021-04-08,56402.0,20586183492.0,1078663248731.25,1.9084903018818868,-2.6040407528924225,58155.0,1753.0,0.03065066666666667
2021-04-09,57753.54,20022487431.0,1085215664125.0,1.8450238135056738,2.3962625438814333,58760.0,1006.4599999999991,0.022565666666666668
